employee_id,person_type,person_status,ge_hire_date,city,state_name,country_name,function_group,job_function,career_band,industry_focus_name
20189003808,EMPLOYEE,A,8/8/2005 0:00,Auburn,Alabama,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_10,BUSINESS_SEGMENT_4
3225522111,EMPLOYEE,A,2/5/1979 0:00,Asheville,North Carolina,United States,Enabling,JOB_FUNCTION_10,CAREER_BAND_4,BUSINESS_SEGMENT_4
10612824725,EMPLOYEE,A,6/4/1990 0:00,Piedmont,South Carolina,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_4,BUSINESS_SEGMENT_4
3225531486,EMPLOYEE,A,5/21/1990 0:00,Piedmont,South Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
8874051845,EMPLOYEE,A,10/19/1998 0:00,Jacksonville,Florida,United States,Commercial,JOB_FUNCTION_18,CAREER_BAND_10,BUSINESS_SEGMENT_4
20306326737,EMPLOYEE,A,1/18/1999 0:00,Hooksett,New Hampshire,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
7725435612,EMPLOYEE,A,6/16/1979 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_7,BUSINESS_SEGMENT_4
17437940244,EMPLOYEE,A,12/3/1990 0:00,,North Carolina,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_4
3672778973,EMPLOYEE,A,3/16/1992 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
20368742261,EMPLOYEE,A,9/27/1999 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
20371474545,EMPLOYEE,A,11/1/1999 0:00,Cincinnati,Ohio,United States,Enabling,JOB_FUNCTION_6,CAREER_BAND_4,BUSINESS_SEGMENT_4
5163178991,EMPLOYEE,A,9/25/2000 0:00,Jacksonville,Florida,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_4
7450234419,EMPLOYEE,A,10/9/2000 0:00,Jacksonville,Florida,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
16338172029,EMPLOYEE,I,11/1/2000 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
19645193798,EMPLOYEE,I,10/29/2001 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
5452405289,EMPLOYEE,A,10/8/2001 0:00,Dubai,Dubai,United Arab Emirates,Production,JOB_FUNCTION_24,CAREER_BAND_10,BUSINESS_SEGMENT_4
4869979546,EMPLOYEE,A,4/1/2002 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
13776442471,EMPLOYEE,A,4/1/2002 0:00,Newark,Delaware,United States,Enabling,JOB_FUNCTION_23,CAREER_BAND_4,BUSINESS_SEGMENT_4
13776442741,EMPLOYEE,I,4/1/2002 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
3225836632,EMPLOYEE,A,4/1/2002 0:00,Newark,Delaware,United States,Enabling,JOB_FUNCTION_6,CAREER_BAND_4,BUSINESS_SEGMENT_4
3225836648,EMPLOYEE,A,4/1/2002 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_7,CAREER_BAND_7,BUSINESS_SEGMENT_4
3225836695,EMPLOYEE,A,4/1/2002 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_7,BUSINESS_SEGMENT_4
9427881111,EMPLOYEE,A,4/26/2004 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
9246257506,EMPLOYEE,A,5/24/2004 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_16,CAREER_BAND_9,BUSINESS_SEGMENT_4
9246270875,EMPLOYEE,A,5/31/2004 0:00,West Chester,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
12938848645,EMPLOYEE,A,7/12/2004 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_7,CAREER_BAND_7,BUSINESS_SEGMENT_4
6275305286,EMPLOYEE,A,12/20/2004 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
15388309210,EMPLOYEE,A,1/10/2005 0:00,Vandalia,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
15171068341,EMPLOYEE,A,7/25/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
15171068713,EMPLOYEE,A,7/25/2005 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_8,BUSINESS_SEGMENT_4
13777131397,EMPLOYEE,A,7/25/2005 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
12253448746,EMPLOYEE,A,7/25/2005 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
7278169210,EMPLOYEE,I,1/23/2006 0:00,Newark,Delaware,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
3270806329,EMPLOYEE,A,6/26/2006 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
16944979505,EMPLOYEE,I,9/11/2006 0:00,,California,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
3255982397,EMPLOYEE,A,11/20/2006 0:00,Wilmington,North Carolina,United States,Production,JOB_FUNCTION_3,CAREER_BAND_7,BUSINESS_SEGMENT_4
3673291399,EMPLOYEE,A,12/4/2006 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
18096089626,EMPLOYEE,A,2/12/2007 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
19461089307,EMPLOYEE,A,5/21/2007 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
2205352842,EMPLOYEE,A,6/25/2007 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
5829315629,EMPLOYEE,A,8/20/2007 0:00,Dayton,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_4
12559640488,EMPLOYEE,A,1/28/2008 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
16340582546,EMPLOYEE,A,4/7/2008 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
10638645952,EMPLOYEE,A,6/2/2008 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
17441367713,EMPLOYEE,A,6/23/2008 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
15042298721,EMPLOYEE,I,5/18/2009 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
10307826917,EMPLOYEE,A,6/22/2009 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
20372686303,EMPLOYEE,A,11/9/2009 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_25,CAREER_BAND_4,BUSINESS_SEGMENT_4
3673542715,EMPLOYEE,A,5/17/2010 0:00,Piedmont,South Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_4
336005734,EMPLOYEE,A,7/12/2010 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_4
16841703105,EMPLOYEE,A,8/16/2010 0:00,Lynn,Massachusetts,United States,Production,JOB_FUNCTION_7,CAREER_BAND_10,BUSINESS_SEGMENT_4
6275929503,EMPLOYEE,A,8/9/2010 0:00,Asheville,North Carolina,United States,Production,JOB_FUNCTION_16,CAREER_BAND_4,BUSINESS_SEGMENT_4
336007218,EMPLOYEE,A,10/4/2010 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_16,CAREER_BAND_10,BUSINESS_SEGMENT_4
12560262349,EMPLOYEE,A,12/29/2010 0:00,Evendale,Ohio,United States,Enabling,JOB_FUNCTION_6,CAREER_BAND_10,BUSINESS_SEGMENT_4
17442196309,EMPLOYEE,A,2/1/2011 0:00,Newark,Delaware,United States,Enabling,JOB_FUNCTION_8,CAREER_BAND_4,BUSINESS_SEGMENT_4
3256299917,EMPLOYEE,A,2/1/2011 0:00,Evendale,Ohio,United States,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
13779164011,EMPLOYEE,A,5/30/2011 0:00,Queretaro,Queretaro,Mexico,Enabling,JOB_FUNCTION_6,CAREER_BAND_4,BUSINESS_SEGMENT_4
16424572191,EMPLOYEE,A,6/6/2011 0:00,Queretaro,Queretaro,Mexico,Production,JOB_FUNCTION_7,CAREER_BAND_4,BUSINESS_SEGMENT_4
